id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe
17113,40,1,2,1,0,2,1,0,4,4,2123,1.0,363,4,1,-1.8,93.26,-48.35,1.09,4958.35,0.0
17114,51,9,2,2,1,2,1,0,7,3,1422,0.0,30,5,1,-1.7,96.39,-33.24,1.2,4940.71,1.0
17115,40,7,2,4,1,1,1,1,5,2,174,1.0,1016,0,0,1.1,93.71,-38.0,5.08,5351.92,0.0
17116,54,0,2,5,0,2,1,1,11,4,367,7.0,1028,0,0,-0.1,91.14,-39.9,3.92,5164.62,0.0
17117,45,1,1,4,0,1,1,0,5,0,264,4.0,643,1,1,-1.8,93.38,-41.06,4.05,5124.7,0.0
17118,43,5,3,5,1,2,1,0,7,1,358,4.0,1019,0,0,1.4,98.42,-43.42,4.88,5238.55,0.0
17119,37,0,2,5,0,1,1,0,8,2,762,0.0,1004,0,0,1.4,95.78,-36.6,5.08,5280.38,1.0
17120,46,0,2,6,1,1,1,1,6,0,404,2.0,1042,0,0,1.4,91.06,-43.01,4.88,5081.71,0.0
17121,26,8,1,4,0,1,1,1,6,4,454,1.0,1013,0,0,1.4,92.95,-43.26,4.71,5437.22,0.0
17122,33,3,2,4,1,2,1,1,5,1,2885,0.0,865,0,2,1.1,95.53,-37.63,0.91,5286.63,0.0
17123,51,6,1,5,1,2,1,1,5,1,4363,2.0,8,2,2,1.1,93.34,-29.81,3.06,5326.3,0.0
17124,36,9,1,5,1,1,1,1,5,1,3733,1.0,876,0,1,1.1,90.17,-37.15,2.82,5170.14,0.0
17125,60,11,2,1,0,2,1,0,7,2,676,0.0,965,0,0,1.4,90.91,-42.44,4.81,5191.5,0.0
17126,34,9,1,5,1,1,1,1,8,4,2483,1.0,468,6,0,1.4,95.21,-40.78,1.21,4892.2,0.0
17127,36,1,2,3,0,1,1,1,5,3,297,2.0,1010,0,0,1.1,90.42,-36.83,4.96,5050.84,0.0
17128,41,1,2,4,1,1,1,1,5,2,107,2.0,323,6,1,1.1,96.18,-44.11,1.98,5456.19,1.0
17129,30,9,1,6,1,2,1,0,8,3,448,5.0,998,0,0,1.4,93.16,-36.67,4.96,5034.66,1.0
17130,25,9,2,6,1,1,1,0,6,2,604,3.0,1024,1,1,-2.9,93.61,-41.04,1.23,5101.58,0.0
17131,31,0,2,0,1,2,1,0,5,2,7,11.0,984,1,1,-1.8,93.45,-44.02,1.3,5354.05,0.0
17132,30,9,2,6,1,1,1,0,10,2,1922,1.0,413,1,1,-1.1,93.38,-44.74,1.88,4945.86,0.0
17133,31,0,2,4,1,0,0,1,6,2,356,1.0,1045,0,0,1.4,94.93,-40.25,4.96,5003.29,0.0
17134,33,7,1,3,1,2,1,0,7,3,137,2.0,972,0,0,1.4,93.54,-42.82,5.04,5123.53,0.0
17135,53,7,3,2,1,1,1,1,5,1,388,1.0,968,0,0,1.1,98.59,-37.23,4.9,4936.64,0.0
17136,52,4,2,3,1,2,1,0,7,2,50,0.0,1035,0,0,1.4,94.38,-40.69,4.89,5374.48,0.0
17137,43,1,3,0,1,1,2,1,5,3,2163,0.0,910,2,0,1.1,90.34,-49.27,1.75,5054.88,0.0
17138,35,0,2,3,1,1,1,0,5,4,3664,1.0,609,2,0,-1.8,90.45,-40.96,3.2,5364.07,0.0
17139,47,9,3,4,1,2,1,0,7,3,770,3.0,569,3,1,1.4,95.44,-30.37,1.05,4868.37,0.0
17140,29,9,1,6,1,2,1,0,8,2,441,3.0,975,0,0,1.4,93.63,-36.93,4.98,5201.95,0.0
17141,31,0,1,5,1,0,0,1,11,0,642,2.0,411,2,0,-3.4,91.26,-42.61,2.07,4950.17,0.0
17142,40,0,2,4,1,1,2,0,4,4,58,1.0,1035,0,0,-1.8,88.88,-49.17,1.44,4946.12,0.0
17143,71,4,3,1,1,1,1,1,3,2,244,23.0,967,2,1,-1.8,95.77,-48.23,1.25,5323.46,1.0
17144,29,1,1,3,1,2,1,0,7,3,2606,0.0,287,0,1,1.4,95.28,-31.67,3.67,5174.33,0.0
17145,36,0,1,5,1,1,1,0,7,3,4684,6.0,846,0,0,1.4,95.73,-36.26,1.25,5069.48,0.0
17146,26,0,1,4,1,2,2,1,6,2,597,1.0,949,0,0,1.4,99.18,-41.96,5.07,5076.48,0.0
17147,29,9,1,4,0,1,1,0,8,2,902,3.0,960,0,0,1.4,91.38,-35.16,5.03,5113.08,1.0
17148,30,0,3,5,1,2,1,0,8,4,382,1.0,1007,0,0,1.4,97.18,-35.77,4.78,5144.45,0.0
17149,81,5,2,1,1,1,2,0,7,4,471,1.0,969,1,1,-1.7,96.66,-41.1,0.78,4921.71,1.0
17150,30,0,2,5,1,1,2,0,7,2,108,7.0,1045,0,0,1.4,95.23,-42.74,4.83,5154.9,0.0
17151,32,0,2,5,1,1,1,0,8,2,3878,0.0,417,3,0,1.4,90.59,-33.87,2.55,5275.14,0.0
17152,36,9,1,6,1,2,2,0,8,3,41,1.0,1022,0,0,1.4,91.94,-36.71,5.17,5290.83,0.0
17153,33,0,2,4,0,2,1,0,7,1,88,3.0,993,0,0,1.4,97.76,-41.03,4.74,5421.53,0.0
17154,31,0,1,5,1,2,1,0,8,4,78,4.0,964,0,0,1.4,96.62,-37.72,4.77,5133.99,0.0
17155,30,1,2,3,0,2,1,1,5,2,161,1.0,1017,0,0,1.1,98.31,-35.67,5.06,4967.78,0.0
17156,37,1,2,3,1,1,1,0,11,3,741,3.0,956,0,0,-0.1,95.8,-42.04,3.91,5232.17,1.0
17157,45,7,2,4,1,2,1,1,6,4,3623,3.0,881,6,0,1.4,92.82,-44.11,2.18,5190.12,0.0
17158,28,1,1,3,1,1,1,1,6,2,292,2.0,996,0,0,1.4,95.4,-39.83,5.03,5165.36,0.0
17159,43,7,2,1,1,1,1,0,11,0,74,1.0,1017,1,1,-0.1,92.45,-43.84,4.1,5065.9,0.0
17160,36,0,2,4,1,0,0,0,7,3,2161,3.0,336,2,2,1.4,96.23,-30.4,0.8,5336.07,0.0
17161,53,7,2,0,0,1,1,1,5,2,638,1.0,884,2,1,1.1,97.04,-42.58,3.26,5223.51,0.0
17162,26,8,1,3,1,2,1,0,3,0,703,4.0,1042,0,0,-1.8,91.35,-49.75,1.86,5124.59,1.0
17163,41,0,2,4,1,1,2,1,5,0,3560,1.0,325,3,0,1.1,92.45,-34.37,4.53,5026.53,0.0
17164,42,0,2,4,0,1,1,1,6,2,31,1.0,972,0,0,1.4,91.15,-39.87,4.76,5358.8,0.0
17165,37,0,1,4,1,1,1,0,7,3,9,5.0,985,0,0,1.4,95.51,-42.91,4.96,4992.83,0.0
17166,63,5,2,4,1,2,1,0,8,1,462,2.0,952,2,1,-1.7,98.16,-36.53,0.91,4986.6,1.0
17167,41,7,2,4,1,1,2,1,5,4,750,2.0,967,0,0,1.1,91.36,-35.23,4.82,4947.02,1.0
17168,31,2,2,4,1,2,1,0,11,2,5051,0.0,372,3,0,-0.1,92.73,-41.36,2.55,4960.19,0.0
17169,32,0,1,5,1,1,1,0,7,0,4055,1.0,184,2,2,1.4,91.73,-39.91,2.79,5410.34,0.0
17170,26,1,2,2,1,1,1,1,5,1,37,9.0,949,0,0,1.1,92.02,-36.03,5.04,5440.16,0.0
17171,42,0,1,4,0,2,1,0,7,2,1158,2.0,218,3,0,1.4,89.42,-33.44,0.76,5017.7,0.0
17172,45,1,1,2,0,1,2,0,7,0,262,2.0,971,0,0,1.4,96.07,-41.84,4.89,5405.85,0.0
17173,25,0,2,4,1,2,2,0,10,0,132,1.0,1000,0,0,-3.4,91.04,-26.84,0.76,5178.06,0.0
17174,27,0,2,4,1,1,1,1,7,0,3043,1.0,340,3,2,1.4,97.73,-49.62,2.18,5143.31,0.0
17175,30,9,2,5,1,1,1,1,5,4,1127,3.0,982,0,0,1.1,90.7,-35.85,4.68,5450.55,0.0
17176,58,5,3,5,1,2,1,1,11,1,21,1.0,954,0,0,-0.1,92.45,-42.54,4.71,5190.6,0.0
17177,38,4,2,5,1,2,1,0,4,0,2860,2.0,717,5,2,-1.8,95.7,-43.49,4.67,5134.15,0.0
17178,47,3,2,1,1,1,1,1,5,2,5062,1.0,456,2,1,1.1,97.67,-39.1,4.55,5307.52,1.0
17179,43,4,2,5,1,2,2,0,11,2,1080,1.0,1010,1,1,-0.1,96.55,-41.41,4.09,5320.49,1.0
17180,34,9,2,5,1,2,1,0,5,3,645,0.0,24,1,2,-1.8,94.87,-38.5,3.43,5341.83,0.0
17181,54,11,2,5,1,2,1,0,8,2,166,1.0,956,0,0,-2.9,93.49,-32.65,0.81,5137.11,1.0
17182,39,1,3,3,1,2,1,0,7,4,3206,1.0,227,1,0,1.4,94.65,-32.29,1.48,5103.49,0.0
17183,30,0,1,5,1,1,1,0,8,3,2198,2.0,63,6,2,1.4,92.13,-49.93,3.85,5412.16,0.0
17184,51,0,2,5,1,2,2,0,6,2,252,1.0,1027,0,0,-2.9,93.52,-42.75,1.27,5142.19,1.0
17185,45,1,2,2,1,1,1,0,5,3,828,3.0,347,3,1,-1.8,92.87,-28.04,3.01,4870.29,0.0
17186,58,5,2,5,1,2,1,0,5,1,127,0.0,2,1,2,-1.8,93.91,-48.0,1.2,4895.13,1.0
17187,35,0,2,4,1,1,1,0,7,2,4069,6.0,162,1,2,1.4,94.99,-37.41,4.07,5277.49,0.0
17188,47,9,2,6,1,1,1,0,5,1,85,1.0,1001,0,0,-1.8,90.38,-44.25,1.32,5303.06,0.0
17189,42,1,2,2,1,2,1,1,5,0,1070,0.0,1026,0,0,1.1,97.09,-36.14,4.82,5393.44,0.0
17190,32,9,2,5,1,1,1,0,7,3,157,3.0,1008,0,0,1.4,96.35,-43.08,5.05,5437.22,0.0
17191,72,5,2,1,1,2,2,1,4,4,4802,23.0,64,0,1,1.1,91.65,-41.08,1.32,4954.87,1.0
17192,27,0,1,5,1,2,1,1,8,4,60,1.0,1044,0,0,1.4,97.83,-36.93,4.92,5358.8,0.0
17193,36,0,2,4,1,2,1,1,5,1,105,0.0,979,0,0,1.1,90.61,-34.61,4.68,4941.83,0.0
17194,52,0,2,0,0,1,1,0,11,4,3338,1.0,346,5,2,-0.1,95.86,-46.66,3.51,5013.65,0.0
17195,25,8,1,3,1,2,1,0,8,2,113,1.0,999,0,0,-1.7,95.34,-38.33,0.93,5051.49,0.0
17196,57,4,2,5,1,1,1,1,6,2,160,3.0,977,0,0,1.4,98.14,-42.17,4.72,4977.15,0.0
17197,28,1,2,4,1,2,1,0,11,2,4558,3.0,819,2,1,-0.1,89.88,-27.39,0.74,5432.47,0.0
17198,17,6,2,0,1,2,0,1,7,2,1998,19.0,93,6,1,1.4,95.4,-43.33,4.19,4950.8,0.0
17199,34,1,2,2,1,1,1,1,6,4,278,3.0,974,0,0,1.4,98.43,-40.71,4.91,5029.43,0.0
17200,58,1,2,1,1,1,1,0,7,0,242,1.0,383,5,2,1.4,94.37,-52.52,2.82,5064.13,0.0
17201,51,0,2,5,0,1,1,0,8,2,55,0.0,1045,0,0,1.4,96.15,-37.72,4.83,5285.6,0.0
17202,37,0,2,5,1,1,1,0,5,0,4402,0.0,883,4,0,-1.8,96.28,-36.76,2.06,4949.78,0.0
17203,38,1,3,3,1,2,1,0,5,4,4730,1.0,42,4,1,-1.8,95.04,-34.14,3.67,5179.86,0.0
17204,38,0,2,5,0,2,1,0,8,3,3501,0.0,241,6,2,-2.9,94.89,-34.84,1.72,5394.82,0.0
17205,51,0,2,4,1,2,1,0,7,4,89,0.0,999,0,0,1.4,90.91,-41.5,4.88,5369.25,0.0
17206,34,9,2,6,1,1,1,0,8,2,204,1.0,505,5,1,1.4,97.12,-27.29,1.84,5219.01,1.0
17207,44,9,2,2,1,2,1,0,8,3,476,3.0,1043,0,0,-2.9,95.98,-32.53,0.83,5314.78,1.0
17208,30,7,3,4,1,2,1,1,5,2,253,1.0,968,0,0,1.1,95.96,-37.34,4.61,5139.09,0.0
17209,34,1,1,2,1,2,1,0,5,1,1687,4.0,211,4,0,-1.8,93.22,-30.03,3.75,4817.22,0.0
17210,25,9,1,5,1,2,1,0,7,4,801,2.0,6,2,2,-1.7,93.08,-40.94,0.84,5241.18,1.0
17211,45,4,1,5,0,1,1,0,7,0,76,3.0,428,0,0,1.4,91.72,-35.35,3.51,5126.72,0.0
17212,38,1,2,1,1,2,1,0,7,1,4550,2.0,478,1,1,1.4,91.39,-30.52,1.85,5096.56,0.0
17213,74,5,2,0,1,1,1,0,9,3,688,1.0,458,3,1,-3.4,92.14,-39.54,1.54,5043.42,0.0
17214,37,4,2,3,1,2,1,0,11,3,124,2.0,949,0,0,-0.1,90.49,-42.92,4.17,5284.12,0.0
17215,40,10,1,5,1,1,1,1,5,1,359,0.0,1004,0,0,1.1,96.81,-34.79,4.77,5289.62,0.0
17216,58,4,2,1,0,2,1,0,7,1,681,1.0,1046,0,0,1.4,96.54,-42.35,5.2,5133.99,0.0
17217,43,9,2,4,0,1,1,0,7,2,256,2.0,966,0,0,1.4,94.01,-42.91,4.85,5060.8,0.0
17218,50,4,2,0,0,2,2,1,6,0,125,3.0,1014,0,0,1.4,97.86,-43.47,5.0,5405.85,0.0
17219,28,1,3,3,1,2,1,1,5,2,276,1.0,1042,0,0,1.1,97.37,-35.56,4.61,5128.7,0.0
17220,56,9,2,6,1,1,1,0,11,4,181,0.0,1012,1,1,-0.1,90.12,-42.71,4.02,4998.35,0.0
17221,30,9,2,5,1,2,1,0,8,4,205,1.0,962,0,0,1.4,93.53,-37.83,4.94,5018.97,0.0
17222,32,9,2,5,1,2,2,0,8,2,154,2.0,964,0,0,1.4,93.44,-35.91,4.83,5071.25,0.0
17223,26,7,2,4,1,1,1,1,6,1,149,5.0,981,0,0,1.4,96.92,-39.83,5.01,5160.13,0.0
17224,26,1,1,3,1,1,1,0,7,3,500,3.0,972,0,0,1.4,98.14,-43.76,5.06,5128.76,0.0
17225,33,1,1,3,0,1,1,0,5,2,747,0.0,952,0,0,-1.8,91.77,-47.03,1.26,5231.67,0.0
17226,51,0,3,5,1,2,1,1,3,3,270,0.0,951,2,1,-1.8,97.38,-33.89,0.67,5018.71,0.0
17227,33,9,1,5,1,2,1,0,7,3,1602,0.0,22,2,2,1.4,90.15,-27.21,2.2,5344.77,0.0
17228,33,3,1,1,0,0,0,0,11,2,306,1.0,1039,1,1,-0.1,91.7,-40.23,4.13,5377.65,0.0
17229,35,1,2,2,0,2,1,0,7,2,3412,1.0,984,2,1,1.4,89.4,-43.32,0.67,4932.98,0.0
17230,37,4,3,5,1,2,1,0,7,1,2561,1.0,370,6,2,1.4,90.65,-32.61,1.31,5266.86,1.0
17231,46,0,2,5,1,1,1,1,4,3,180,1.0,5,2,2,-1.8,89.9,-34.49,0.64,5048.76,1.0
17232,49,9,3,4,1,2,1,0,8,2,58,5.0,982,0,0,1.4,91.94,-35.55,5.15,5160.13,0.0
17233,59,5,2,1,1,2,1,1,6,1,151,3.0,1043,0,0,1.4,95.31,-41.5,4.63,5003.29,0.0
17234,58,0,2,0,1,2,1,0,8,4,159,4.0,956,0,0,1.4,93.44,-35.81,4.73,5379.71,0.0
17235,51,1,1,5,2,1,2,1,4,4,242,23.0,952,1,1,-2.9,90.54,-30.11,0.86,4842.69,0.0
17236,49,0,3,4,1,2,1,1,5,2,864,3.0,675,3,0,1.1,95.79,-48.51,3.08,4918.36,0.0
17237,72,5,2,0,1,1,1,1,8,1,676,2.0,1038,4,1,-1.7,89.41,-39.6,0.86,4756.99,1.0
17238,32,7,2,5,0,1,2,0,8,3,141,7.0,976,0,0,1.4,93.91,-37.83,5.05,5395.39,0.0
17239,57,0,3,3,0,2,1,1,5,3,2002,3.0,945,4,1,1.1,95.58,-40.15,1.49,4923.17,0.0
17240,32,7,2,4,1,2,1,0,7,1,28,1.0,552,1,2,1.4,95.36,-37.57,4.08,5208.94,0.0
17241,53,1,2,1,0,1,1,0,7,3,80,0.0,965,0,0,1.4,95.98,-43.46,5.17,5452.9,0.0
17242,34,1,1,6,1,2,1,1,5,3,101,0.0,956,0,0,1.1,97.37,-37.41,4.86,5377.87,0.0
17243,41,7,2,4,1,0,0,0,8,2,295,1.0,1041,0,0,-2.9,89.34,-31.52,0.84,4989.9,0.0
17244,24,6,1,5,1,2,1,1,6,2,40,0.0,1035,0,0,1.4,90.4,-41.13,5.06,5343.11,0.0
17245,24,7,1,4,1,2,1,1,7,3,303,2.0,1014,2,1,-1.7,92.04,-41.83,0.77,4756.99,0.0
17246,52,0,3,4,0,1,1,1,6,2,2114,4.0,63,2,1,1.4,97.29,-34.92,3.48,5330.93,0.0
17247,39,7,2,4,1,2,1,0,5,0,47,0.0,1030,1,1,-1.8,92.89,-46.43,1.24,4997.11,0.0
17248,56,0,2,5,0,2,1,0,7,3,1616,23.0,12,5,1,1.4,95.16,-43.6,2.78,5229.86,0.0
17249,44,6,2,4,1,2,1,0,5,3,20,2.0,988,0,0,-1.8,92.05,-48.51,1.25,5134.79,0.0
17250,51,3,2,1,0,2,1,1,5,2,163,9.0,971,0,0,1.1,98.5,-35.41,4.84,5113.13,0.0
17251,28,0,1,5,1,2,1,1,6,2,4945,5.0,512,5,0,1.4,89.86,-34.49,2.46,5022.99,0.0
17252,54,9,2,5,1,1,1,1,5,4,58,1.0,1004,0,0,1.1,93.9,-36.25,4.7,5076.79,0.0
17253,24,9,2,2,2,0,0,0,11,0,193,23.0,980,0,0,1.4,98.9,-41.59,5.14,5332.66,0.0
17254,42,1,1,2,1,1,2,1,5,1,70,5.0,1005,0,0,1.1,94.74,-35.41,4.65,5024.88,0.0
17255,41,1,2,3,1,2,2,1,5,0,1508,2.0,670,6,2,1.1,96.87,-44.2,3.73,4970.43,1.0
17256,36,0,1,5,1,2,1,0,10,4,190,2.0,1004,0,0,-3.4,90.48,-26.6,0.69,5067.67,0.0
17257,37,0,2,5,1,1,1,1,6,1,4545,5.0,870,0,1,1.4,90.41,-33.67,0.87,5068.15,0.0
17258,30,1,2,2,1,1,1,0,5,1,3785,0.0,987,4,2,-1.8,92.32,-34.67,4.57,5160.87,0.0
17259,31,1,2,3,1,1,1,1,6,2,193,1.0,743,2,1,1.4,90.41,-37.32,2.22,5278.72,0.0
17260,89,6,2,1,0,0,2,1,5,0,323,8.0,958,0,0,1.1,95.49,-36.94,5.04,5133.89,1.0
17261,31,7,2,4,1,2,1,1,5,2,1866,2.0,793,6,1,-1.8,94.25,-36.01,3.36,4822.72,0.0
17262,38,1,2,6,0,1,1,0,5,0,382,1.0,1024,0,0,-1.8,91.77,-46.52,1.31,5129.69,0.0
17263,52,1,2,1,1,1,1,0,6,1,137,4.0,1026,1,1,-1.7,95.37,-39.72,0.79,4951.66,0.0
17264,56,9,2,6,0,1,2,0,7,3,152,0.0,960,0,0,1.4,89.78,-42.7,4.98,5447.68,0.0
17265,57,5,2,4,1,1,1,0,8,1,3844,4.0,374,6,2,-2.9,88.86,-32.4,3.95,5289.26,0.0
17266,43,0,3,5,0,2,1,0,7,3,3961,1.0,153,2,2,1.4,95.59,-51.63,3.07,5130.52,0.0
17267,52,5,3,6,1,1,1,1,7,3,259,2.0,1000,0,0,1.4,94.76,-43.51,4.96,5479.04,0.0
17268,30,9,1,6,1,2,1,0,7,1,560,0.0,303,5,1,1.4,91.35,-32.93,2.1,5087.0,0.0
17269,61,1,2,0,0,2,1,1,5,0,5,1.0,1043,0,0,1.1,98.59,-36.72,5.03,5118.32,0.0
17270,53,3,2,1,1,1,1,0,7,2,489,7.0,1039,0,0,1.4,94.01,-44.15,5.1,5411.08,0.0
17271,41,0,1,2,1,1,1,1,6,2,162,0.0,1025,0,0,1.4,92.19,-39.79,5.09,4977.15,0.0
17272,42,1,3,2,1,2,1,1,5,4,150,1.0,999,0,0,1.1,89.67,-36.18,4.93,5346.73,0.0
17273,30,4,1,5,1,2,1,0,5,3,3155,1.0,605,0,2,-1.8,96.4,-49.91,4.42,5192.61,0.0
17274,42,7,2,4,0,2,2,0,4,3,247,0.0,965,1,1,-1.8,88.42,-46.06,1.41,4930.82,0.0
17275,28,7,1,4,1,2,1,0,4,3,4614,1.0,660,0,2,-1.8,94.94,-28.28,1.54,5089.6,0.0
17276,34,4,2,5,1,2,1,1,5,1,2364,2.0,759,0,2,1.1,98.71,-42.03,4.88,4785.41,0.0
17277,37,0,1,0,1,1,1,0,11,4,3395,1.0,77,5,0,-0.1,95.5,-29.92,4.34,5259.59,1.0
17278,43,1,2,2,1,2,1,1,5,1,1728,2.0,703,2,0,1.1,95.75,-36.36,0.78,4991.86,0.0
17279,28,0,3,5,1,2,2,0,8,3,115,1.0,958,0,0,1.4,98.02,-36.89,4.72,5018.97,0.0
17280,52,3,2,3,1,2,1,0,11,3,1009,0.0,961,5,0,-0.1,93.13,-28.03,0.98,5077.71,0.0
17281,56,0,2,4,1,2,1,0,7,0,253,3.0,75,0,0,1.4,97.52,-40.28,1.6,5274.14,0.0
17282,43,0,3,3,1,2,1,0,5,2,330,1.0,975,0,0,-1.8,91.87,-46.47,1.33,5195.98,0.0
17283,39,0,1,4,0,2,1,1,5,3,1231,1.0,609,6,1,1.1,91.83,-41.33,2.94,5160.92,0.0
17284,50,5,2,3,0,1,1,0,7,3,3377,4.0,520,2,0,1.4,95.12,-28.35,1.98,5235.7,0.0
17285,49,7,2,4,0,2,1,1,6,4,3574,1.0,377,5,0,1.4,96.21,-38.84,2.05,4912.57,0.0
17286,39,9,2,3,1,1,1,0,11,2,3919,1.0,357,4,1,-0.1,94.86,-41.37,2.4,5312.73,0.0
17287,49,7,2,1,1,2,1,0,7,4,4988,0.0,598,1,1,1.4,96.46,-32.58,3.99,4821.1,0.0
17288,40,0,1,5,1,2,1,0,8,0,155,3.0,961,0,0,1.4,92.78,-34.65,5.04,5369.25,0.0
17289,55,2,2,5,1,2,1,1,7,2,4441,1.0,733,2,1,1.4,94.55,-43.71,3.95,5407.93,0.0
17290,42,10,2,5,1,2,1,0,11,3,75,0.0,645,2,2,-0.1,93.46,-51.52,3.11,5345.85,0.0
17291,28,1,1,4,1,2,1,1,7,4,4365,4.0,483,6,1,1.4,94.98,-37.32,4.56,5202.42,0.0
17292,30,0,1,5,1,1,1,1,6,4,1783,2.0,236,3,0,1.4,96.26,-28.39,1.84,4948.15,0.0
17293,36,7,2,4,1,2,1,1,5,4,225,0.0,1032,0,0,1.1,96.06,-36.36,5.0,5024.88,0.0
17294,30,7,2,5,1,2,1,0,8,1,1271,2.0,881,0,2,1.4,96.99,-43.76,3.26,4818.4,0.0
17295,35,9,1,4,1,2,1,0,8,4,2509,0.0,496,6,0,1.4,95.72,-38.63,2.66,4883.61,0.0
17296,52,9,2,5,1,1,1,1,5,4,41,3.0,1008,0,0,1.1,93.24,-36.18,4.98,4993.74,0.0
17297,47,0,2,4,0,0,0,1,6,4,2127,1.0,385,4,0,1.4,98.0,-38.1,2.9,5133.04,0.0
17298,28,4,1,0,1,1,1,1,7,3,131,2.0,968,0,0,1.4,92.97,-41.5,4.79,5092.16,0.0
17299,32,0,1,5,1,2,1,0,5,2,36,1.0,1036,1,1,-1.8,89.08,-46.01,1.33,5083.8,0.0
17300,34,0,2,5,1,1,2,1,5,4,2351,2.0,191,4,1,-1.8,88.3,-42.62,2.58,5200.22,0.0
17301,67,5,2,5,1,2,2,0,5,2,144,2.0,1038,0,0,-1.8,92.7,-44.16,1.31,5252.07,0.0
17302,36,0,2,5,1,1,1,0,8,3,324,0.0,996,0,0,1.4,93.53,-37.39,5.04,5097.39,0.0
17303,37,9,2,5,1,2,1,0,5,3,983,0.0,718,5,1,-1.8,93.62,-32.91,4.34,5014.11,0.0
17304,30,9,1,6,1,1,1,0,8,4,2701,5.0,375,2,0,1.4,95.52,-34.54,4.84,5263.7,0.0
17305,27,7,2,4,0,1,1,1,5,4,140,0.0,953,0,0,1.1,91.36,-36.25,4.63,5320.77,0.0
17306,29,1,2,1,0,2,1,0,7,2,823,1.0,964,0,0,1.4,92.6,-42.44,5.11,5181.04,0.0
17307,44,3,2,2,1,2,1,0,5,2,237,1.0,1027,1,1,-1.8,96.05,-46.61,1.29,4890.03,0.0
17308,63,10,3,2,2,0,0,0,12,1,4805,11.0,387,5,2,1.4,91.82,-42.59,2.66,5332.06,1.0
17309,52,1,2,1,0,1,1,0,8,3,3145,6.0,739,2,2,1.4,89.87,-38.48,3.93,5227.37,0.0
17310,28,9,1,5,0,1,1,0,7,1,809,2.0,1019,0,0,1.4,89.59,-41.88,4.85,5170.59,1.0
17311,49,1,2,1,0,1,1,0,8,1,79,1.0,1037,0,0,1.4,95.4,-37.65,4.99,5416.31,0.0
17312,33,1,3,3,1,2,1,0,7,3,185,0.0,1043,0,0,1.4,91.94,-41.03,4.97,5154.9,0.0
17313,55,7,1,3,1,0,0,0,5,3,4731,0.0,410,0,1,-1.8,96.36,-26.85,4.87,5142.0,1.0
17314,33,1,2,1,0,1,2,0,7,2,109,1.0,1011,0,0,1.4,98.61,-40.99,5.18,5003.29,0.0
17315,34,0,1,4,1,1,1,0,5,4,1139,5.0,221,1,1,-1.8,94.6,-32.0,2.08,5070.58,0.0
17316,37,9,3,6,1,0,0,0,11,3,163,4.0,1010,0,0,-0.1,91.89,-40.99,4.14,5034.73,0.0
17317,45,1,2,1,1,2,1,0,4,0,3681,1.0,376,1,0,-1.8,93.87,-32.85,3.52,5204.96,0.0
17318,49,3,2,1,0,2,1,0,8,0,2936,1.0,596,3,1,1.4,88.93,-27.36,3.98,4954.26,0.0
17319,30,6,2,6,0,2,1,0,11,1,279,2.0,983,0,0,-0.1,94.41,-41.32,4.27,5263.34,0.0
17320,35,7,3,5,1,1,1,1,5,4,200,1.0,1040,0,0,1.1,95.87,-37.67,4.94,5419.4,0.0
17321,37,9,2,6,1,2,1,0,7,4,202,3.0,895,6,0,1.4,90.32,-49.62,2.33,5407.76,0.0
17322,47,2,2,5,1,2,1,1,7,2,43,1.0,951,0,0,1.4,90.44,-41.46,5.08,5160.13,0.0
17323,59,5,2,3,1,1,1,0,8,2,2562,0.0,269,1,1,1.4,95.99,-32.82,1.57,5067.5,0.0
17324,37,2,2,5,1,2,1,0,11,0,169,1.0,968,1,1,-3.4,89.03,-30.0,0.68,5042.58,0.0
17325,35,7,2,4,1,2,1,0,5,1,548,2.0,1013,0,0,-1.8,94.37,-45.87,1.32,4854.34,0.0
17326,55,0,1,0,0,1,2,0,7,0,3991,0.0,823,1,0,1.4,95.38,-52.2,1.99,5361.5,0.0
17327,48,7,0,3,1,0,0,0,6,2,962,20.0,1037,0,0,-1.8,96.05,-46.81,1.4,5236.77,1.0
17328,28,0,1,5,1,2,1,0,10,0,129,1.0,151,3,2,-3.4,95.47,-40.6,2.08,5209.76,0.0
17329,41,1,3,2,1,2,1,1,5,0,2191,2.0,609,3,0,1.1,90.59,-35.94,3.5,5214.14,0.0
17330,34,0,1,4,1,2,1,0,6,1,4717,1.0,540,4,0,-2.9,96.09,-31.16,3.13,5233.07,0.0
17331,54,9,2,3,1,2,1,1,5,0,1699,0.0,1005,0,0,1.1,92.49,-37.2,5.02,5237.71,0.0
17332,41,9,1,5,1,1,1,0,11,0,132,1.0,6,2,1,-3.4,96.54,-29.82,0.72,5263.35,1.0
17333,38,1,2,2,1,1,1,0,5,3,248,2.0,1047,1,1,-1.8,94.56,-44.07,1.34,5170.48,0.0
17334,53,7,3,2,1,2,1,0,8,1,678,2.0,972,0,0,1.4,92.22,-35.48,5.09,5379.71,0.0
17335,33,1,3,3,0,2,1,0,5,1,1973,2.0,271,0,0,-1.8,95.36,-44.69,0.82,5118.19,0.0
17336,31,9,2,4,1,1,1,0,8,2,4224,1.0,559,6,2,1.4,96.1,-47.07,4.09,5141.66,0.0
